case,width,height,draw_width,draw_height,index,simulation_publish_ms,edt_dispatch_ms,edt_paint_ms,published,enemies,player_bullets,enemy_bullets,particles
world2_normal_960,960,600,960,600,74,9.843400,0.114800,1.656800,true,6,32,12,120
world2_normal_960,960,600,960,600,75,7.782000,0.119000,1.335700,true,6,32,12,120
world2_normal_960,960,600,960,600,76,8.177600,0.102100,1.461900,true,6,32,12,120
world2_normal_960,960,600,960,600,77,11.254200,0.134000,1.598800,true,6,32,12,120
world2_normal_960,960,600,960,600,78,7.437300,0.113700,1.355600,true,6,32,12,120
world2_normal_960,960,600,960,600,79,7.954200,0.145700,1.296300,true,6,32,12,120
world2_normal_960,960,600,960,600,80,8.035500,0.100600,1.523500,true,6,32,12,120
world2_normal_960,960,600,960,600,81,7.537500,0.106200,1.504900,true,6,32,12,120
world2_normal_960,960,600,960,600,82,7.357000,0.095800,1.665300,true,6,32,12,120
world2_normal_960,960,600,960,600,83,7.836200,0.112800,1.493500,true,6,32,12,120
world2_normal_960,960,600,960,600,84,7.448300,0.101700,1.234000,true,6,32,12,120
world2_normal_960,960,600,960,600,85,7.317400,0.144900,1.355800,true,6,32,12,120
world2_normal_960,960,600,960,600,86,7.161900,0.103400,1.246300,true,6,32,12,120
world2_normal_960,960,600,960,600,87,6.984300,0.108200,1.329700,true,6,32,12,120
world2_normal_960,960,600,960,600,88,7.567100,0.126900,1.308300,true,6,32,12,120
world2_normal_960,960,600,960,600,89,8.146100,0.106500,1.404400,true,6,32,12,120
world2_normal_960,960,600,960,600,90,8.864900,0.106800,1.255500,true,6,32,12,120
world2_normal_960,960,600,960,600,91,7.068500,0.090200,1.237400,true,6,32,12,120
world2_normal_960,960,600,960,600,92,7.126700,0.111200,1.340200,true,6,32,13,120
world2_normal_960,960,600,960,600,93,6.891300,0.090100,1.214900,true,6,32,12,120
world2_normal_960,960,600,960,600,94,7.451600,0.124900,1.311700,true,6,32,12,120
world2_normal_960,960,600,960,600,95,7.541800,0.225300,1.465800,true,6,32,12,120
world2_normal_960,960,600,960,600,96,7.441100,0.185900,1.318300,true,6,32,12,120
world2_normal_960,960,600,960,600,97,7.568500,0.102800,1.407900,true,6,32,12,120
world2_normal_960,960,600,960,600,98,7.563500,0.125500,1.246000,true,6,32,12,120
world2_normal_960,960,600,960,600,99,7.677300,0.098100,1.326800,true,6,32,12,120
world2_normal_960,960,600,960,600,100,7.758000,0.106000,1.267300,true,6,32,12,120
world2_normal_960,960,600,960,600,101,7.813100,0.097500,1.440700,true,6,32,12,120
world2_normal_960,960,600,960,600,102,7.331800,0.112200,1.474000,true,6,32,12,120
world2_normal_960,960,600,960,600,103,7.475800,0.090000,1.617000,true,6,32,12,120
world2_normal_960,960,600,960,600,104,7.485500,0.112500,1.473900,true,6,32,12,120
world2_normal_960,960,600,960,600,105,7.504400,0.095100,1.470100,true,6,32,12,120
world2_normal_960,960,600,960,600,106,7.516000,0.141900,1.286000,true,6,32,12,120
world2_normal_960,960,600,960,600,107,7.767200,0.100100,1.494700,true,6,32,12,120
world2_normal_960,960,600,960,600,108,7.432700,0.101900,1.429300,true,6,32,12,120
world2_normal_960,960,600,960,600,109,7.841300,0.115800,1.461400,true,6,32,12,120
world2_normal_960,960,600,960,600,110,7.640300,0.113300,1.375900,true,6,32,12,120
world2_normal_960,960,600,960,600,111,7.582400,0.107700,1.607000,true,6,32,12,120
world2_normal_960,960,600,960,600,112,8.652600,0.102300,1.340800,true,6,32,12,120
world2_normal_960,960,600,960,600,113,7.294100,0.135900,1.404300,true,6,32,12,120
world2_normal_960,960,600,960,600,114,7.683000,0.112100,1.505500,true,6,32,12,120
world2_normal_960,960,600,960,600,115,8.085100,0.121100,1.472800,true,6,32,12,120
world2_normal_960,960,600,960,600,116,7.764300,0.110000,1.289800,true,6,32,12,120
world2_normal_960,960,600,960,600,117,7.498700,0.161700,1.483700,true,6,32,12,120
world2_normal_960,960,600,960,600,118,7.633200,0.112100,1.385200,true,6,32,12,120
world2_normal_960,960,600,960,600,119,7.585500,0.120000,1.268700,true,6,32,12,120
world2_normal_960,960,600,960,600,120,9.805000,0.132700,1.422200,true,6,32,12,120
world2_normal_960,960,600,960,600,121,6.937400,0.096100,1.359800,true,6,32,12,120
world2_normal_960,960,600,960,600,122,7.144600,0.120400,1.586800,true,6,32,12,120
world2_normal_960,960,600,960,600,123,7.317200,0.104900,1.400400,true,6,32,12,120
world2_normal_960,960,600,960,600,124,7.217300,0.111700,1.470500,true,6,32,12,120
world2_normal_960,960,600,960,600,125,7.221500,0.143300,1.542000,true,6,32,12,120
world2_normal_960,960,600,960,600,126,7.106700,0.092900,1.512900,true,6,32,12,120
world2_normal_960,960,600,960,600,127,7.298300,0.103100,1.320500,true,6,32,12,120
