zh-CN-chapter4-boss-phase-1-960,BOSS_FIGHT,100,false,159,18,DRILL_CHARGE
zh-CN-chapter4-boss-phase-1-600,BOSS_FIGHT,100,false,160,18,DRILL_CHARGE
zh-CN-chapter4-boss-attack-1-960,BOSS_FIGHT,100,false,241,18,DRILL_CHARGE
zh-CN-chapter4-boss-attack-1-600,BOSS_FIGHT,100,false,242,18,DRILL_CHARGE
zh-CN-chapter4-boss-phase-2-960,BOSS_FIGHT,100,false,384,18,MAGMA_MORTAR
zh-CN-chapter4-boss-phase-2-600,BOSS_FIGHT,100,false,385,18,MAGMA_MORTAR
zh-CN-chapter4-boss-attack-2-960,BOSS_FIGHT,100,false,486,18,MAGMA_MORTAR
zh-CN-chapter4-boss-attack-2-600,BOSS_FIGHT,100,false,487,18,MAGMA_MORTAR
zh-CN-chapter4-boss-phase-3-960,BOSS_FIGHT,100,false,809,18,DRILL_CHARGE
zh-CN-chapter4-boss-phase-3-600,BOSS_FIGHT,100,false,810,18,DRILL_CHARGE
zh-CN-chapter4-boss-attack-3-960,BOSS_FIGHT,100,false,891,18,DRILL_CHARGE
zh-CN-chapter4-boss-attack-3-600,BOSS_FIGHT,100,false,892,18,DRILL_CHARGE
zh-CN-chapter4-boss-dismantled-960,BOSS_FIGHT,100,false,893,18,DRILL_CHARGE
zh-CN-chapter4-boss-dismantled-600,BOSS_FIGHT,100,false,894,18,DRILL_CHARGE
zh-CN-chapter5-entrance-960,RUNNING,100,false,2,20,NONE
zh-CN-chapter5-entrance-600,RUNNING,100,false,3,20,NONE
zh-CN-chapter5-route-1-960,RUNNING,100,false,8,20,NONE
zh-CN-chapter5-route-1-600,RUNNING,100,false,9,20,NONE
zh-CN-chapter5-route-2-960,RUNNING,100,false,14,20,NONE
zh-CN-chapter5-route-2-600,RUNNING,100,false,15,20,NONE
zh-CN-chapter5-route-3-960,RUNNING,92,false,20,20,NONE
zh-CN-chapter5-route-3-600,RUNNING,92,false,21,20,NONE
zh-CN-chapter5-enemy-squad-960,RUNNING,92,false,58,20,NONE
zh-CN-chapter5-enemy-squad-600,RUNNING,92,false,59,20,NONE
zh-CN-chapter5-enemy-warning-960,RUNNING,92,false,95,20,NONE
zh-CN-chapter5-enemy-warning-600,RUNNING,92,false,96,20,NONE
zh-CN-chapter5-boss-arrival-960,BOSS_WARNING,92,false,97,20,ARRIVAL
zh-CN-chapter5-boss-arrival-600,BOSS_WARNING,92,false,97,20,ARRIVAL
zh-CN-chapter5-boss-ready-960,BOSS_FIGHT,92,false,133,20,READY
zh-CN-chapter5-boss-ready-600,BOSS_FIGHT,92,false,134,20,READY
zh-CN-chapter5-boss-phase-1-960,BOSS_FIGHT,92,false,159,20,SPORE_FAN
zh-CN-chapter5-boss-phase-1-600,BOSS_FIGHT,92,false,160,20,SPORE_FAN
zh-CN-chapter5-boss-attack-1-960,BOSS_FIGHT,92,false,241,20,READY
zh-CN-chapter5-boss-attack-1-600,BOSS_FIGHT,92,false,242,20,READY
zh-CN-chapter5-boss-phase-2-960,BOSS_FIGHT,92,false,754,20,LEFT_TENDRIL
zh-CN-chapter5-boss-phase-2-600,BOSS_FIGHT,92,false,755,20,LEFT_TENDRIL
zh-CN-chapter5-boss-attack-2-960,BOSS_FIGHT,70,false,838,20,LEFT_TENDRIL
zh-CN-chapter5-boss-attack-2-600,BOSS_FIGHT,70,false,839,20,LEFT_TENDRIL
zh-CN-chapter5-boss-phase-3-960,BOSS_FIGHT,70,false,981,20,SPORE_FAN
zh-CN-chapter5-boss-phase-3-600,BOSS_FIGHT,70,false,982,20,SPORE_FAN
zh-CN-chapter5-boss-attack-3-960,BOSS_FIGHT,70,false,1063,20,READY
zh-CN-chapter5-boss-attack-3-600,BOSS_FIGHT,70,false,1064,20,READY
zh-CN-chapter5-boss-dismantled-960,BOSS_FIGHT,70,false,1065,20,READY
zh-CN-chapter5-boss-dismantled-600,BOSS_FIGHT,70,false,1066,20,READY
